ContaID;Agencia;Tipo_Conta;Nome_Cliente;CPF_Cliente;Data_Abertura;Saldo_Atual;Limite_Credito;Data_Ultimo_Movimento;Status_Conta;Score_Credito;Renda_Mensal
16035-P;5682;Corrente;Enzo Gabriel da Mata;431.069.285-06;2023-02-06;13447.83;54.89;2024-07-13;Encerrada;322;10801.62
53793-K;4458;Salário;Sra. Maria Isis Gomes;942.763.015-99;2020-10-20;;122.99;2023-04-21;Ativa;789;9430.42
96753-H;3551;Corrente;Ryan Oliveira;950.287.614-85;2024-03-30;13205.74;125.36;2025-01-30;Encerrada;463;4451.93
56400-E;1047;Salário;João Miguel Rodrigues;807.613.259-21;2022-05-04;;110.67;2025-01-27;Inativa;426;18219.52
53594-A;5174;Salário;Dr. Henry Gabriel Vargas;859.421.076-02;2018-05-02;7773.48;31.36;2021-08-03;Inativa;124;13421.4
72948-Z;7077;Poupança;Jade Pereira;397.512.460-16;2022-05-13;19346.02;42.36;2022-10-29;Ativa;215;5962.56
57800-U;7714;Corrente;Ana Sophia Cardoso;285.163.904-89;2023-08-02;35182.0;74.44;2024-05-11;Inativa;325;3725.33
85639-E;2007;Corrente;Daniela Moura;098.735.462-00;2023-07-02;31306.09;19.12;2024-10-09;Em Atraso;191;14778.69
16533-U;3783;Poupança;Davi Moreira;539.720.841-88;2020-01-26;15392.84;211.12;2023-09-12;Encerrada;926;13983.9
75289-R;2798;Corrente;Srta. Fernanda Correia;928.346.705-10;2019-05-28;35645.25;103.77;2022-12-19;Ativa;717;8579.65
50792-O;6359;Corrente;Letícia Vasconcelos;750.861.234-53;2017-04-25;24658.09;67.04;2021-11-17;Em Atraso;400;20100.25
63502-R;9838;Salário;Pedro Lucas Lopes;015.924.783-79;2018-06-05;36119.57;188.32;2018-06-15;Inativa;993;7218.86
75088-A;5231;Corrente;Dra. Anna Liz Vasconcelos;532.640.718-35;2016-07-01;13183.35;120.34;2023-02-26;Ativa;452;3157.56
27815-U;3989;Salário;Ester Nogueira;294.108.735-41;2020-01-24;18823.32;79.49;2020-09-26;Ativa;319;6996.29
44691-N;8990;Poupança;Bruna Peixoto;970.124.865-11;2018-06-30;36385.8;10.34;2020-12-29;Encerrada;53;8709.4
90304-K;7532;Poupança;Olívia Barbosa;271.463.098-78;2016-10-18;11953.17;10.2;2021-04-28;Inativa;101;18031.01
70745-W;8341;Poupança;Sra. Sarah da Mota;821.634.795-28;2020-09-22;17049.0;241.71;2023-11-10;Inativa;907;10257.74
63067-M;9223;Salário;Vinícius Farias;185.679.032-03;2021-05-05;7019.1;159.19;;Ativa;583;14853.54
93900-L;8668;Poupança;Sra. Marcela Fogaça;527.960.418-67;2023-01-23;25131.65;235.73;2023-11-09;Inativa;960;12828.68
78589-I;8358;Poupança;Maria Helena Oliveira;954.187.632-37;2016-09-02;41992.23;3.36;2017-01-19;Encerrada;14;7097.69
45312-Y;9697;Salário;Caio Farias;037.196.548-93;2016-06-10;6947.47;262.76;2016-08-11;Encerrada;894;8041.94
96198-B;9097;Salário;Ana Vitória Cardoso;341.276.580-53;2018-12-14;43888.55;108.03;2024-10-31;Encerrada;650;20268.3
38204-S;8066;Poupança;Marina Pires;495.318.720-23;2016-11-16;8742.39;4.41;2024-01-12;Em Atraso;15;11087.92
21589-D;6913;Salário;Ana Laura Freitas;061.943.872-03;2022-03-14;23677.67;204.14;2023-04-05;Encerrada;995;6252.61
90096-R;6061;Salário;Julia Aragão;916.350.478-20;2020-10-13;27989.01;30.36;2021-12-24;Em Atraso;106;17361.84
22102-Z;7054;Salário;Manuella Garcia;958.721.304-14;2024-11-19;47214.53;111.27;2024-12-30;Em Atraso;682;13630.72
44933-G;1041;Corrente;Isabella Sampaio;095.638.471-48;2021-02-06;17661.4;109.73;2023-02-04;Ativa;489;19604.95
92381-S;;Poupança;Davi Miguel Borges;270.598.461-58;2025-01-13;30910.18;67.01;2025-01-16;Encerrada;268;2711.55
68641-I;6279;Poupança;André Camargo;317.289.540-88;2024-05-26;46532.28;165.35;2024-12-05;Em Atraso;568;19681.26
73977-S;1689;Corrente;Maria Luísa Fogaça;569.201.384-33;2022-07-26;-588.32;137.76;2022-12-09;Inativa;576;11877.96
;4872;Poupança;Isabela Almeida;256.180.734-71;2020-03-11;15507.16;67.83;2021-07-22;Em Atraso;668;7055.05
89839-S;;Salário;Emanuella da Luz;185.329.046-70;2024-06-03;35705.45;96.14;2024-12-30;Ativa;946;12299.94
47717-J;9605;Salário;Miguel Fernandes;738.096.145-48;2023-09-05;19848.6;58.58;2023-09-07;Em Atraso;384;17457.5
80169-T;1732;Poupança;Sr. Benicio da Cruz;318.249.075-32;2020-10-17;3599.49;172.43;2022-03-27;Inativa;856;11473.65
68523-V;7386;Corrente;Davi Miguel Gonçalves;316.879.502-02;2017-07-05;42738.93;102.26;2024-03-22;Ativa;730;4558.62
47913-B;;Poupança;Sr. Oliver Pereira;769.210.354-25;2023-03-21;23736.83;36.27;2024-11-30;Inativa;352;2941.85
20500-Q;6763;Poupança;Isaac Cunha;821.597.034-60;2024-03-03;130.08;;2024-07-09;;65;9330.48
29666-P;2449;Corrente;Sr. Daniel Barbosa;510.879.624-20;2016-03-14;48703.99;48.37;2021-03-07;Ativa;334;19622.99
15185-S;9737;Salário;Dante Sousa;793.501.486-84;2021-11-09;18726.82;25.98;2023-11-16;Ativa;122;4276.47
19838-Z;5099;Salário;Heloísa Silva;736.801.254-53;2023-01-24;32708.18;;2024-08-09;Encerrada;577;7958.01
60246-W;4136;Corrente;Isabelly Alves;140.729.683-31;2024-07-16;26709.48;193.43;2024-09-02;Em Atraso;663;16419.26
19327-S;8036;Poupança;Dr. Gael Henrique Cardoso;721.438.569-46;2023-08-16;13933.15;110.7;2024-10-22;Encerrada;682;8870.83
78393-Z;2676;Salário;Srta. Melina Rocha;147.052.638-71;2020-09-14;30607.45;99.64;2021-12-28;Ativa;511;16453.57
42290-J;3247;Salário;Pedro Aragão;189.264.075-94;2016-12-09;16147.24;62.97;2021-01-09;Inativa;233;8210.12
35319-D;2793;Corrente;Sr. Calebe da Paz;908.245.317-79;2018-11-23;21527.71;28.91;2020-04-17;Encerrada;113;10450.24
93327-N;1271;Salário;Agatha Pacheco;907.412.856-49;2021-06-24;41950.83;45.85;2022-12-20;Inativa;806;2932.7
73422-D;9623;Salário;Luiz Gustavo Castro;974.632.180-31;2020-08-26;41918.22;124.95;2022-12-30;Inativa;581;6234.29
39775-Z;;Poupança;Yan Carvalho;150.927.468-58;2022-01-25;43146.74;213.9;2024-12-18;Ativa;;13707.18
78522-D;9903;Salário;Srta. Agatha Sousa;145.986.027-67;2019-12-29;17366.15;21.87;2023-10-25;Inativa;96;6313.72
35100-I;2090;Salário;Yago Campos;692.130.574-07;;13974.76;126.53;2017-09-02;Ativa;430;3992.3
95680-R;3919;Poupança;Kaique da Luz;893.512.647-00;2015-07-05;12432.14;182.43;2022-12-24;Encerrada;795;9532.45
20040-G;9879;Salário;Luara da Costa;890.135.674-01;2022-01-04;35055.52;230.15;;Encerrada;927;8239.52
20998-N;3712;Corrente;Dr. Caleb Fogaça;132.479.085-79;2018-03-09;18674.64;74.5;2019-02-01;Em Atraso;590;6930.26
92404-S;1365;Poupança;Ravi Cassiano;297.354.061-52;2016-04-16;29668.3;82.4;2021-08-27;Ativa;564;18633.34
49267-H;6510;Corrente;Emanuelly Rodrigues;504.732.196-70;;3127.37;84.57;2021-11-27;Em Atraso;594;19371.59
44790-N;;;Ravy Teixeira;042.365.987-10;2016-10-07;33269.1;162.43;2021-11-26;Em Atraso;789;3826.95
52043-J;9142;Poupança;Lucas Gabriel da Cunha;971.568.342-82;2016-11-11;22842.47;257.91;2021-03-26;Ativa;914;9861.47
22862-B;6043;Poupança;Lívia Casa Grande;156.820.374-80;2015-09-11;30730.5;176.18;2017-07-25;Ativa;703;4429.92
74005-J;9907;Poupança;Vicente Novais;761.958.340-84;2020-09-28;42968.84;7.89;2023-10-30;Inativa;31;16961.5
70569-I;4305;Salário;Lucas Farias;791.580.632-77;2015-02-20;37812.12;86.95;2016-10-03;Encerrada;598;1422.75
73973-F;2846;;Ana Júlia Azevedo;438.190.256-42;2016-02-06;4989.52;159.55;2023-11-02;Inativa;776;3516.62
79238-M;1721;Poupança;Maria Sophia Siqueira;193.854.670-93;2018-04-06;20305.57;9.46;2021-03-30;Encerrada;40;16303.1
11835-D;6592;Salário;Sr. Pedro Henrique Barbosa;163.289.754-73;2024-04-18;1993.19;185.1;2024-06-15;Encerrada;894;10164.96
39088-G;5879;Corrente;Isaac Sá;132.806.754-80;2016-12-08;34447.19;134.89;2024-10-04;Ativa;605;2693.84
56887-F;7710;Corrente;Marina da Mata;213.489.670-13;2020-04-19;19836.41;129.14;2023-05-22;Ativa;750;4856.21
55180-H;8465;Corrente;Raul Martins;675.038.941-48;2021-08-15;977.57;154.32;2024-02-15;Encerrada;575;6916.55
22809-R;9550;Poupança;Ravy Novais;;2016-04-03;45781.66;94.37;2022-10-01;Em Atraso;336;7639.19
94985-S;4380;Corrente;Daniela Pacheco;386.402.175-80;2019-02-17;27859.17;15.47;2021-08-14;Em Atraso;96;1111.25
46007-C;1739;Salário;Benicio Gomes;957.162.043-25;2017-01-25;43790.9;175.44;2017-02-23;Encerrada;900;16868.06
87405-Q;1397;Poupança;Matteo da Cunha;014.352.768-17;2020-12-22;45742.92;52.79;2022-02-23;Encerrada;310;14403.33
63026-O;4530;Salário;Mathias Azevedo;586.137.042-71;2019-03-09;25263.49;168.12;2023-04-10;Em Atraso;859;11688.33
71808-O;8368;Poupança;Enzo Gabriel Oliveira;327.156.840-53;2018-10-10;26009.37;130.08;2022-07-11;Em Atraso;675;12205.8
62767-Q;4471;Poupança;Rafael Campos;379.586.412-73;2018-03-09;34045.13;89.9;2019-12-18;Inativa;604;2838.61
16765-U;8482;Poupança;Léo Borges;624.319.870-78;2016-09-27;48198.97;85.44;2017-03-03;Ativa;328;7629.62
70120-A;8075;Poupança;Gabriel Freitas;897.241.035-79;2021-06-17;35656.44;226.76;2024-07-28;Inativa;813;13604.27
91400-O;1717;Poupança;Alícia Viana;034.617.829-04;2022-08-05;4104.95;105.44;2024-09-01;Encerrada;835;3092.41
99073-Y;9956;Salário;;875.429.361-82;;21616.47;134.15;2024-12-04;Inativa;831;7719.44
71150-O;3209;Salário;Bernardo da Rosa;571.402.983-60;2019-03-14;40541.08;76.28;2021-04-19;Em Atraso;630;7978.56
79428-Q;3172;Corrente;Theodoro Carvalho;483.962.057-10;2017-05-10;44166.35;91.92;2019-08-03;Ativa;902;18222.14
50036-Y;1635;Salário;Ana Julia da Luz;460.123.597-99;2017-10-22;47935.35;101.89;2023-12-15;Em Atraso;484;1293.22
79400-Y;2962;Salário;Theodoro Vasconcelos;076.253.194-07;2017-05-05;36308.29;135.14;;Encerrada;797;4375.99
80151-J;1904;Salário;Enzo Araújo;861.935.027-77;2020-11-05;23341.6;96.47;2022-03-08;Ativa;354;6918.63
27560-E;6512;Salário;Carolina Monteiro;796.108.243-31;2018-12-30;28424.52;142.15;2024-02-27;Encerrada;514;6109.7
39355-W;7536;Poupança;;503.218.967-77;2015-07-19;217410.69;36.51;2021-06-27;Ativa;168;3895.92
41085-U;3684;Salário;Ana Cecília Vieira;718.309.524-04;2024-03-02;35180.46;;2024-07-11;Encerrada;557;11953.71
46734-C;9881;Poupança;Maria Fernanda Casa Grande;508.137.624-80;2019-09-25;35942.23;2.5;2021-05-30;Ativa;19;6709.68
58005-C;1451;Poupança;Raul Araújo;207.349.618-04;2015-05-12;11805.26;109.13;2016-05-01;Inativa;643;4785.09
85961-D;3971;Corrente;Lívia Teixeira;608.329.745-10;2015-06-10;18650.68;103.23;2022-04-28;Inativa;422;102409.95
11435-O;4335;Corrente;Yasmin Duarte;845.370.269-10;2021-10-07;8610.77;214.09;2021-12-06;Inativa;725;2260.68
72237-B;3408;Salário;Manuella da Cruz;079.216.458-01;2015-11-05;38502.04;36.4;2015-11-11;Em Atraso;185;5645.2
54532-K;6842;Poupança;Natália Azevedo;683.129.054-05;2019-06-28;33306.18;101.78;2022-07-08;Em Atraso;343;8395.98
88944-Y;2670;Salário;Dr. João Pedro Moura;906.817.453-39;2016-06-22;;74.26;2019-06-29;Encerrada;388;
51193-M;9981;Poupança;;018.263.547-35;2018-08-09;3509.27;141.26;2023-04-17;Encerrada;719;53435.61
59576-X;7960;Salário;Valentim Machado;874.260.931-31;2018-11-18;42382.81;92.85;2019-10-07;Encerrada;846;14529.28
81855-O;7007;Corrente;;925.048.671-58;2016-11-20;4789.26;16.38;2022-09-21;Em Atraso;109;2613.12
68817-Q;4589;Poupança;Srta. Giovanna Câmara;783.042.156-08;2018-11-15;16689.66;36.93;2020-12-06;Ativa;129;8727.26
97032-I;5896;Poupança;Sophie Nunes;489.153.627-64;2015-06-28;24689.71;104.66;2022-07-06;Encerrada;563;18322.84
99840-B;9373;Poupança;Sra. Luísa Nascimento;042.761.539-99;2024-09-28;5189.01;66.65;2024-10-16;Ativa;251;4016.39
14085-S;8164;Poupança;Dr. Luan Campos;136.509.428-60;2022-01-22;3051.78;127.55;2022-04-07;Em Atraso;461;18675.75
88610-S;1315;Salário;Raul Sales;513.680.729-68;2019-11-07;31059.18;89.76;;Encerrada;339;18584.05
22964-C;7503;Salário;Alexia Gomes;257.609.843-65;2017-12-10;2981.31;27.87;2018-06-22;Ativa;204;13497.9
;9095;Poupança;Ana Liz Pimenta;827.140.963-87;2018-10-25;20770.17;67.49;2021-06-28;Em Atraso;566;15751.45
68025-E;4015;Corrente;Diego da Rocha;123.679.548-28;2022-10-17;13390.58;111.51;2024-11-21;Encerrada;459;3324.68
75793-V;1952;Poupança;Olívia Souza;836.251.049-89;2024-12-18;25300.33;55.04;2025-01-11;Encerrada;327;7213.61
63815-E;8710;Corrente;Ana Luiza Moura;624.801.379-96;2021-11-28;182.68;152.12;2024-02-06;Encerrada;988;9664.96
97913-H;9905;Poupança;Antonella Machado;152.630.879-77;2018-04-15;41700.74;11.34;2018-06-26;Inativa;47;14608.52
67592-G;9227;Corrente;Maysa Macedo;364.921.085-15;2020-07-02;18707.81;111.56;2024-10-25;Em Atraso;573;15579.09
24181-B;7209;Poupança;Dra. Alice Nogueira;358.679.401-01;2023-08-22;47045.33;15.56;2024-12-22;Encerrada;98;8531.89
64819-S;5381;;Luan Almeida;846.057.213-71;2016-05-28;36655.31;109.22;2019-12-05;Ativa;796;5750.33
54382-F;8354;Corrente;Emanuelly Casa Grande;193.640.758-20;2021-03-26;29737.08;183.86;2022-11-22;Ativa;700;1448.98
65966-T;;Poupança;Eduardo Rezende;907.412.863-78;2023-04-25;39100.58;35.82;2024-12-18;Inativa;239;11793.75
70532-I;5502;Corrente;Sra. Eloá Fogaça;915.640.327-52;2023-10-08;17566.95;144.85;2024-02-14;Inativa;960;8062.63
95935-Q;1776;Salário;Luiz Fernando Almeida;147.065.839-93;2018-06-26;14423.57;39.93;2023-06-16;Encerrada;275;14837.89
22644-R;5071;Poupança;;780.419.632-69;;9167.09;127.08;2024-12-21;Inativa;879;13526.72
92813-D;5298;Salário;Sra. Zoe das Neves;302.581.674-08;2018-04-16;6617.44;104.82;2020-02-22;Ativa;354;11938.62
19867-C;2312;Poupança;Sr. Josué Albuquerque;032.498.716-13;2017-06-01;27585.79;87.68;2023-11-22;Ativa;505;10393.27
69103-U;3538;Salário;João Lucas Cunha;320.961.485-70;2021-01-19;5622.93;64.12;2022-02-23;Em Atraso;323;10122.74
10245-M;7306;Corrente;Sr. Davi Lucca Costa;302.657.489-92;2015-05-31;34341.79;21.55;2021-03-24;Ativa;101;8683.56
12188-O;9511;Corrente;Stephany Ferreira;263.018.947-31;2024-11-15;29057.38;110.02;2024-11-29;Encerrada;977;4055.18
46042-E;7860;Salário;Ana Carolina Ramos;864.153.792-91;2025-01-13;32333.33;108.2;2025-01-30;Inativa;832;11701.16
40926-K;2379;Salário;Gabrielly Mendes;724.318.560-62;2017-11-23;34161.4;150.31;2020-03-05;Ativa;649;72122.47
83023-X;7392;Poupança;Lorena Marques;215.409.687-58;2019-04-17;7257.97;13.84;2022-06-18;Ativa;128;14853.89
87444-Y;2297;Poupança;Melina Macedo;817.960.254-02;2018-07-17;311.48;162.35;2020-04-20;Inativa;607;18123.24
37467-P;4989;Corrente;Asafe da Luz;706.143.825-80;2016-09-26;46704.96;105.9;2021-05-22;Inativa;785;7740.84
48340-H;8194;Poupança;Vitória Araújo;274.836.510-08;2016-05-08;32353.98;6.15;2021-04-07;Encerrada;22;3394.07
16138-O;5981;Salário;;783.124.956-73;2021-10-14;49713.59;7.34;2022-11-20;Em Atraso;73;19089.12
65031-K;7292;Corrente;Fernanda Rios;849.570.632-65;2016-08-24;28630.33;138.58;2021-06-17;Ativa;818;5659.89
99628-N;4912;Corrente;Srta. Gabriela Gonçalves;925.641.703-07;2015-08-15;47870.39;189.18;2019-05-19;Ativa;728;4146.51
57680-A;2365;Corrente;Sra. Larissa Farias;521.406.937-52;2023-03-15;24523.84;113.98;2023-11-20;Ativa;439;18982.38
92096-H;9797;Corrente;Manuella Pires;390.416.827-40;2020-02-03;10241.44;71.63;2022-06-21;Encerrada;288;7568.01
75214-R;3770;Poupança;Dra. Fernanda Cavalcanti;437.801.692-31;2019-07-17;29643.52;68.93;2024-04-01;Em Atraso;240;9117.85
19486-L;2121;Corrente;Anthony Vargas;943.216.508-60;2023-03-16;41274.88;36.52;2024-04-04;Inativa;275;1166.43
86013-U;4464;Corrente;Sr. Thomas Novais;928.145.673-73;2024-01-04;7925.83;139.42;2024-06-08;Inativa;465;8526.03
65586-C;4643;Corrente;Ana Júlia Casa Grande;928.453.076-83;2021-09-12;173.48;107.51;2024-03-05;Encerrada;534;12211.76
99202-Y;5004;Poupança;Alice Câmara;392.618.570-86;2021-10-15;5566.3;79.86;;Ativa;685;19995.14
62526-X;3640;Salário;Srta. Marina Carvalho;341.986.702-69;2024-01-12;24767.14;62.3;2024-08-22;Inativa;461;14510.29
44786-L;2958;Salário;Ana Vitória Costela;240.916.738-13;2019-02-16;31711.53;221.06;2021-05-17;Inativa;791;13860.82
66770-V;7698;Poupança;Fernanda Oliveira;805.947.361-10;2024-11-21;30685.8;75.4;2025-01-09;;385;5286.66
71968-E;3887;Salário;Dra. Aylla Monteiro;837.260.514-90;2017-07-25;26494.9;184.42;2020-05-04;Em Atraso;776;10570.45
99362-B;9089;Corrente;Miguel Moura;635.174.298-64;2020-04-21;632.63;130.74;2023-01-13;Inativa;869;9942.65
88364-D;3845;Corrente;Sra. Olívia Cavalcante;952.713.648-28;2016-01-29;36856.14;131.45;2020-02-10;Ativa;859;19847.45
92508-L;5027;Corrente;Nathan da Mata;275.863.491-00;2021-11-09;9726.95;68.68;2022-04-15;Em Atraso;386;7570.76
46580-A;;Poupança;Lorenzo Fernandes;841.539.276-19;2018-10-23;5707.35;26.62;2019-10-17;Inativa;168;15444.76
87956-Z;9826;Corrente;Luiz Gustavo Dias;469.520.318-98;2017-12-02;34847.37;76.94;2021-09-23;Inativa;756;4076.09
61975-R;3855;Poupança;Nina Nogueira;031.724.856-17;2016-12-23;34074.93;93.53;2021-06-14;Em Atraso;542;17510.93
31198-S;2123;Salário;Ana Cecília da Mata;084.976.321-50;2017-06-01;46236.91;28.76;2022-05-02;Ativa;153;7692.55
22794-D;5964;Poupança;José Pedro Vargas;640.139.852-33;2018-01-21;25443.67;74.19;2018-11-07;Ativa;559;15036.72
12344-G;2095;Corrente;Isabel Viana;127.693.548-09;2019-10-07;47630.34;61.5;2022-12-23;Ativa;258;17262.29
80883-W;7662;Poupança;Gael Siqueira;308.456.219-98;2021-09-16;13741.81;254.63;2023-11-30;Em Atraso;957;15646.32
77713-T;1301;Poupança;Joana Montenegro;326.185.790-03;2022-09-05;33176.37;151.35;2023-06-09;Ativa;818;13432.54
13940-T;1952;Poupança;Luan Melo;028.569.174-02;2016-01-15;20182.81;76.15;2025-01-28;Ativa;653;2650.72
42999-G;6343;Poupança;Lorena Machado;812.946.570-11;2019-09-01;;55.74;2023-04-14;Encerrada;248;61736.46
47395-L;9671;;Ana Júlia Pereira;195.840.672-49;2016-12-30;1057.72;54.0;2021-03-15;Inativa;278;2454.18
35942-G;1367;Poupança;Larissa Montenegro;906.138.245-98;2021-05-14;12899.21;194.76;2023-07-16;Em Atraso;672;18201.42
53823-F;8700;Salário;Heitor Brito;315.490.682-70;2024-12-26;21359.82;68.64;2025-01-10;Encerrada;321;7543.15
10108-I;8659;Poupança;Brenda Costela;842.710.539-88;2024-12-12;31809.74;62.74;2025-01-12;Inativa;378;2013.63
91750-E;1337;Salário;Davi Pacheco;384.726.051-08;2024-07-27;10138.78;28.58;2025-01-31;Encerrada;;17464.46
89434-C;1023;Corrente;Isabelly Porto;283.967.410-69;2015-11-18;13721.7;13.63;2024-05-07;Encerrada;108;8097.69
95232-B;8969;Salário;Ana Lívia Macedo;895.302.746-29;2020-12-15;33903.43;85.11;2024-12-14;Inativa;365;16964.23
82435-V;7437;Salário;Mariana Sales;486.712.390-04;2021-12-30;42133.14;126.83;2024-02-19;;903;10970.27
94615-Z;3773;Salário;Luísa Guerra;140.358.672-17;2019-11-10;26312.94;;2021-01-29;Encerrada;601;2870.95
69173-C;7509;Poupança;Théo Camargo;963.708.152-68;2017-07-22;26512.1;108.79;2019-02-17;Inativa;460;10157.04
91136-M;5943;Corrente;Elisa Pimenta;135.429.867-55;2016-04-15;37944.77;130.67;2018-11-02;Encerrada;491;7222.58
44305-O;2757;Corrente;Dra. Emilly Ramos;803.759.426-29;2021-08-15;18924.73;173.15;2024-12-15;Encerrada;966;10847.04
99209-P;8231;Corrente;Sara Rocha;273.041.865-26;2021-11-09;222564.05;136.96;2022-02-07;Encerrada;807;18074.43
;8456;Poupança;Sra. Laura Cirino;654.017.938-39;2022-07-03;3508.79;135.09;2023-02-21;Encerrada;695;19079.33
77908-Y;7560;Poupança;Nina Vasconcelos;504.879.261-02;2020-05-14;43616.44;64.89;2020-11-25;Inativa;435;18241.48
47820-L;3866;Salário;Luiz Otávio da Paz;051.269.347-16;2024-05-19;30975.18;23.4;2024-10-28;Ativa;116;5191.18
40978-G;4696;Poupança;;704.265.389-00;2019-06-27;19845.16;96.57;2019-12-23;Encerrada;646;10634.53
53662-F;6649;Corrente;Elisa Brito;125.304.769-34;2017-10-06;21374.91;172.94;2018-11-13;Encerrada;795;16143.23
58306-B;9557;Salário;Sra. Yasmin Rios;215.768.940-02;2020-09-25;;28.5;2021-09-19;Ativa;266;16183.39
13169-Y;2720;Corrente;Leandro Monteiro;562.830.471-90;2016-10-09;30911.46;223.09;2016-11-17;Encerrada;912;42716.47
25719-B;7966;Poupança;João Silva;147.639.508-00;2016-02-15;46545.68;194.02;2018-09-27;Em Atraso;865;6234.26
43502-Z;8462;Poupança;Sra. Bianca Ribeiro;062.458.937-47;2016-08-03;41605.43;89.62;2023-10-22;Em Atraso;468;18733.6
74088-Y;5410;Salário;Yan Fogaça;057.429.618-20;2015-06-16;37892.48;176.14;2023-04-04;Inativa;718;19493.47
60034-J;5810;Corrente;Lorena das Neves;761.032.489-22;2015-05-02;47103.77;47.33;2022-05-18;Inativa;166;4117.48
13148-V;9796;Poupança;Juliana Sousa;876.502.439-74;2021-05-05;43630.09;50.67;2024-03-09;Ativa;350;7463.78
70068-C;5500;Poupança;;560.872.439-92;2022-07-17;143615.45;83.54;2023-08-29;Encerrada;711;13590.84
47582-N;7390;Poupança;Luísa Fogaça;931.208.567-03;2020-08-06;34062.0;41.82;;Ativa;312;18931.75
90735-W;2888;Corrente;Nicolas Guerra;561.278.493-73;2024-05-06;44227.85;112.13;2024-05-09;Ativa;749;16713.03
38690-H;3489;Salário;Mariana Mendonça;364.289.501-89;2019-08-07;48752.46;6.9;2021-08-10;Em Atraso;30;1835.96
55430-S;9040;Salário;Ayla da Cruz;856.471.023-44;2019-02-09;1955.48;98.82;2024-03-09;Encerrada;816;12502.46
19419-L;8240;Corrente;Henry Gabriel das Neves;864.253.907-00;2023-01-18;22342.12;166.54;2024-10-25;Em Atraso;966;6403.44
26784-L;4909;Salário;Jade Correia;126.437.850-53;2018-11-17;46549.34;55.95;2021-03-07;Ativa;485;10113.23
44101-O;5011;Salário;Dra. Bella Dias;541.380.279-04;2020-12-31;6687.93;66.54;2022-08-29;Ativa;474;
54581-I;2120;Poupança;Srta. Gabriela Peixoto;051.423.697-34;2020-06-13;40988.41;21.22;2021-01-15;Em Atraso;144;11524.96
82488-U;9066;Salário;Pedro Miguel da Costa;934.052.716-06;2015-09-25;49818.25;258.03;2019-01-05;Ativa;967;13493.61
95153-L;4355;Poupança;Benjamin Pastor;201.659.387-30;2024-04-11;-834.77;66.7;2024-06-13;Ativa;293;12474.88
53500-L;5279;Corrente;Sabrina Lopes;763.412.085-53;2022-01-09;30998.27;68.9;2023-05-16;Em Atraso;636;15443.05
64967-V;3649;Corrente;Carolina Ramos;390.684.125-15;2022-08-06;15865.71;84.52;2024-09-14;Encerrada;516;5777.59
54048-F;8456;Corrente;Heitor Pimenta;450.187.329-97;2020-08-10;42395.21;200.22;2021-05-12;Ativa;904;11494.42
30583-C;4001;Salário;Dr. Davi Lucas Caldeira;528.917.463-09;2022-12-29;38918.47;184.03;2023-08-15;Encerrada;984;19285.65
11548-O;7147;Corrente;Catarina Freitas;746.135.289-09;2015-12-12;48281.07;172.54;2017-08-17;Inativa;897;7909.65
70443-C;3453;Corrente;Agatha Teixeira;192.430.785-50;2016-07-28;;151.79;2020-09-12;Inativa;881;17079.26
54386-B;2553;Corrente;Luana Martins;609.578.324-00;;22342.4;168.31;2021-10-20;Inativa;996;12014.29
46412-L;9486;Salário;Giovanna Oliveira;753.180.469-75;2015-12-22;31213.26;274.31;2016-08-27;Encerrada;994;6012.09
51281-P;3686;Salário;Vinicius Viana;573.142.609-07;2024-07-17;9861.61;85.36;2024-11-11;Em Atraso;309;5196.25
49652-Z;1051;Salário;Maria Liz Câmara;093.762.851-40;2016-03-21;15601.03;90.72;2025-01-03;Inativa;321;12122.53
51147-E;3200;Salário;Isis Carvalho;692.731.405-99;2016-07-01;116019.59;236.58;2019-04-28;;959;4182.66
