PacienteID;Nome;CPF;Data_Nascimento;Genero;Data_Admissao;Data_Alta;Diagnostico;Procedimento;Quantidade_Exames;Custo_Total;Medico_Responsavel;Dias_Internacao
HOSP-00158;Ana Clara Aragão;659.284.017-01;2004-05-09;Masculino;2025-01-15;2025-01-23;Hipertensão;Cirurgia;9;6591.24;Dr(a). Ferreira;8
HOSP-00159;Beatriz Siqueira;276.304.891-96;1979-03-03;Feminino;2025-01-09;2025-01-18;Trauma Crânio-Encefálico;Observação;;3984.13;Dr(a). Araújo;9
HOSP-00160;Otávio Monteiro;478.693.251-55;1933-11-15;Feminino;2025-01-04;2025-02-02;Diabetes Descompensada;Observação;3;4241.42;Dr(a). Abreu;29
HOSP-00161;Diego Costela;;1928-05-06;Feminino;2025-02-01;2025-02-23;Diabetes Descompensada;Observação;6;5500.08;Dr(a). Nascimento;22
HOSP-00162;Maria Clara da Rosa;431.627.980-78;1948-03-18;Masculino;2024-05-11;2024-05-27;Fratura;Antibióticos;3;3297.98;;16
HOSP-00163;Giovanna Pimenta;608.492.713-04;1930-12-11;Feminino;2024-08-20;2024-08-28;Apendicite;Cirurgia;1;2830.68;Dr(a). da Mata;8
HOSP-00164;Pedro Montenegro;238.650.974-56;1979-01-14;Feminino;2024-10-08;2024-10-16;Infarto;Cirurgia;5;5950.67;Dr(a). Silva;8
HOSP-00165;Srta. Emanuelly Rios;137.426.095-99;1956-12-17;Feminino;2024-10-25;2024-11-13;Hipertensão;Antibióticos;3;4328.32;;19
HOSP-00166;Sr. Benício da Conceição;963.072.184-87;1952-08-18;Masculino;2024-02-14;2024-02-21;Fratura;Cirurgia Cardíaca;6;6029.36;Dr(a). Garcia;7
HOSP-00167;Lívia Viana;605.431.897-75;1989-11-22;Feminino;2024-02-07;2024-02-19;Trauma Crânio-Encefálico;Fisioterapia;3;4537.73;Dr(a). Moreira;12
HOSP-00168;Bruno Pires;817.042.695-20;1988-10-15;Feminino;2024-08-20;2024-08-25;Pneumonia;Cirurgia Cardíaca;6;5759.02;Dr(a). Sales;5
HOSP-00169;Maria Fernanda Sousa;638.450.912-15;1959-06-01;Feminino;2024-04-26;2024-05-07;Hipertensão;Cirurgia Cardíaca;3;3771.3;Dr(a). da Cunha;11
HOSP-00170;Luana Ramos;697.804.132-78;1935-04-23;Masculino;2024-03-28;2024-04-25;Trauma Crânio-Encefálico;Cirurgia;10;6010.24;Dr(a). Dias;28
HOSP-00171;Emilly Souza;416.752.809-67;1974-06-26;Masculino;2024-12-05;2024-12-10;Hipertensão;Fisioterapia;9;6373.52;Dr(a). Azevedo;5
HOSP-00172;Maria Julia Duarte;219.074.368-04;1968-02-11;Masculino;2024-11-13;2024-11-23;Fratura;Tratamento Clínico;1;2170.66;Dr(a). Siqueira;10
HOSP-00173;Dr. Henry Martins;251.094.873-32;1982-09-09;Feminino;2024-05-11;2024-05-26;Apendicite;Antibióticos;8;7358.6;Dr(a). Lima;15
HOSP-00174;Eduarda Abreu;017.293.645-43;1953-08-18;Masculino;2025-01-24;2025-02-23;Fratura;Cirurgia;8;5582.84;Dr(a). Aragão;30
HOSP-00175;Igor Nascimento;274.605.381-08;2019-07-21;Feminino;2024-07-18;2024-08-17;Trauma Crânio-Encefálico;Cirurgia;3;3456.48;Dr(a). Leão;30
HOSP-00176;Lucas Andrade;947.562.830-47;1974-08-26;Feminino;2024-06-12;2024-06-27;Diabetes Descompensada;Tratamento Clínico;5;5474.62;Dr(a). da Rosa;15
HOSP-00177;Emanuelly Cardoso;740.983.165-01;1942-01-09;Masculino;2024-03-03;2024-03-21;Pneumonia;Fisioterapia;10;5836.07;Dr(a). Barros;18
HOSP-00178;João Miguel Sousa;159.236.074-25;2016-09-09;Masculino;2024-12-21;2025-01-09;Covid-19;Antibióticos;10;131514.99;;19
HOSP-00179;Maria Luiza Monteiro;954.637.018-57;1959-01-24;Masculino;2024-11-11;2024-12-07;Hipertensão;Antibióticos;5;4865.68;Dr(a). Vasconcelos;26
HOSP-00180;Noah da Conceição;021.847.935-23;2015-10-17;Feminino;2024-10-11;2024-11-06;Fratura;Cirurgia Cardíaca;4;4846.48;Dr(a). Gonçalves;26
HOSP-00181;Liz Sampaio;138.596.720-02;1999-06-05;Feminino;2024-06-14;2024-06-20;Trauma Crânio-Encefálico;Cirurgia Cardíaca;7;5073.99;Dr(a). Vieira;6
HOSP-00182;Larissa Fernandes;460.935.821-24;1939-07-27;Masculino;2024-09-22;2024-10-09;Fratura;Antibióticos;2;3673.96;Dr(a). Vieira;17
HOSP-00183;Davi Lucca Garcia;470.159.836-48;2006-10-16;Feminino;2024-03-23;2024-04-21;Trauma Crânio-Encefálico;Cirurgia Cardíaca;2;3738.85;Dr(a). Leão;29
HOSP-00184;Luiz Otávio Costa;;1942-11-12;Feminino;2024-03-21;2024-03-22;Covid-19;Cirurgia Cardíaca;7;4870.12;Dr(a). Azevedo;1
HOSP-00185;Maria Flor Farias;641.320.795-70;1934-05-09;Feminino;2024-06-07;2024-06-25;Covid-19;Cirurgia Cardíaca;6;5024.54;Dr(a). Silva;18
HOSP-00186;Hellena Nascimento;428.650.973-74;1956-10-08;Masculino;2024-07-10;2024-07-13;Trauma Crânio-Encefálico;Fisioterapia;8;5308.69;Dr(a). Teixeira;3
HOSP-00187;Júlia Silveira;268.501.439-05;2011-11-13;Masculino;2024-05-23;2024-06-04;Infarto;Tratamento Clínico;6;5092.36;Dr(a). Duarte;12
HOSP-00188;Sr. Ravi Lucca Nunes;396.425.017-16;1975-11-09;Masculino;2024-10-03;2024-10-26;Hipertensão;Antibióticos;9;5796.5;Dr(a). Santos;23
HOSP-00189;Lunna Costa;423.165.097-70;1964-03-15;Feminino;2024-06-18;2024-06-21;Infarto;Tratamento Clínico;7;5731.47;Dr(a). Barbosa;3
HOSP-00190;Laura Carvalho;602.834.719-13;2016-12-05;Feminino;2024-07-06;2024-07-13;Infarto;Cirurgia Cardíaca;7;4910.57;Dr(a). Pastor;7
HOSP-00191;Aurora da Conceição;652.408.139-06;1967-02-16;Masculino;2024-09-10;2024-10-02;Infarto;Antibióticos;3;4669.67;Dr(a). Borges;22
HOSP-00192;Ian Carvalho;258.971.063-12;1930-02-22;Feminino;;2024-04-13;;Cirurgia;8;7028.78;Dr(a). Cavalcante;11
HOSP-00193;Dr. Matheus Porto;745.293.816-09;2004-03-03;Feminino;2024-10-23;2024-11-19;Pneumonia;Observação;5;5700.37;Dr(a). Albuquerque;27
HOSP-00194;Anna Liz Almeida;643.901.875-20;1973-08-09;Feminino;2024-11-29;2024-12-18;Hipertensão;Cirurgia;5;4986.86;Dr(a). Porto;19
HOSP-00195;Melissa da Luz;963.241.058-06;1942-07-26;Feminino;2024-12-31;2025-01-17;Covid-19;Cirurgia;8;7145.65;Dr(a). Costela;17
HOSP-00196;Alice Araújo;982.176.054-67;1958-07-16;Masculino;2024-05-24;2024-05-28;Hipertensão;Fisioterapia;184;4735.16;Dr(a). Pereira;4
HOSP-00197;Ana Lívia Oliveira;592.840.316-05;2006-01-22;Masculino;2024-06-26;2024-07-08;Trauma Crânio-Encefálico;Antibióticos;1;2756.35;;12
HOSP-00198;Sr. Arthur Miguel Pinto;206.315.498-89;1975-10-15;Masculino;2024-04-09;2024-05-06;Infarto;Cirurgia;1;2222.39;Dr(a). Araújo;27
HOSP-00199;;203.519.678-77;1974-04-08;Masculino;2025-01-28;2025-02-13;Hipertensão;Tratamento Clínico;9;5985.22;Dr(a). Aparecida;16
HOSP-00200;Josué Macedo;985.320.176-30;1935-06-25;Masculino;2024-06-21;2024-07-12;Hipertensão;Tratamento Clínico;3;3557.45;Dr(a). Nascimento;21
HOSP-00201;Lara Mendonça;106.249.578-02;1997-10-27;Masculino;2024-06-10;2024-06-30;Trauma Crânio-Encefálico;Tratamento Clínico;5;4018.86;Dr(a). Vasconcelos;20
HOSP-00202;Dra. Hadassa Fernandes;684.970.512-11;2017-06-22;Feminino;2024-03-11;;Pneumonia;Cirurgia;6;4537.9;Dr(a). Duarte;30
HOSP-00203;Marcos Vinicius Machado;214.695.873-19;1941-04-08;Feminino;2024-07-05;2024-07-08;Covid-19;Antibióticos;6;5907.3;Dr(a). Cardoso;3
HOSP-00204;Catarina Jesus;382.916.740-78;1972-05-19;Feminino;2024-06-29;2024-07-07;Fratura;Cirurgia;;3987.33;Dr(a). Macedo;8
HOSP-00205;Manuela Abreu;683.514.209-05;2002-08-12;Feminino;2024-03-03;2024-03-23;Infarto;Cirurgia Cardíaca;5;4627.52;Dr(a). Pereira;20
HOSP-00206;José Moreira;;1936-07-10;Masculino;2024-03-20;2024-04-02;Diabetes Descompensada;Observação;5;5414.18;Dr(a). Moraes;13
HOSP-00207;Vinicius Pereira;269.847.513-73;1932-12-15;Masculino;2024-10-20;2024-11-18;Infarto;;7;6496.61;Dr(a). da Mota;29
HOSP-00208;Catarina Dias;105.987.346-00;2013-09-20;Masculino;2025-01-05;2025-01-14;Apendicite;Fisioterapia;5;5219.55;Dr(a). Novais;9
HOSP-00209;Maria Júlia Cardoso;249.685.703-92;1989-09-17;Feminino;2024-04-16;2024-05-05;Trauma Crânio-Encefálico;Cirurgia;2;3875.23;Dr(a). da Rosa;19
HOSP-00210;Sr. Kevin Dias;731.206.489-22;1979-04-15;Masculino;2024-12-09;2024-12-28;Diabetes Descompensada;Cirurgia Cardíaca;3;4116.36;Dr(a). Carvalho;19
HOSP-00211;Mariane Fernandes;962.305.487-47;1990-04-02;Masculino;2024-02-16;2024-03-17;Fratura;Cirurgia Cardíaca;7;4754.98;Dr(a). Pastor;30
HOSP-00212;Olívia Fernandes;561.037.492-80;1928-01-07;Masculino;2024-11-05;;Diabetes Descompensada;Fisioterapia;7;6465.05;Dr(a). Viana;24
HOSP-00213;Anna Liz Monteiro;824.910.673-31;1936-07-02;Feminino;2024-07-17;2024-08-14;Pneumonia;Cirurgia;8;7332.45;Dr(a). da Rosa;28
HOSP-00214;Helena Dias;852.301.694-51;1944-03-05;Masculino;2024-10-07;2024-11-05;Hipertensão;;4;41250.52;Dr(a). Cunha;
HOSP-00215;;107.284.963-13;1943-06-20;Masculino;2024-12-27;2025-01-16;Diabetes Descompensada;Cirurgia;7;6261.89;Dr(a). Cavalcanti;20
HOSP-00216;Sra. Isadora Câmara;852.491.703-23;;Masculino;2024-10-10;2024-10-22;Pneumonia;Cirurgia Cardíaca;4;4731.07;Dr(a). Campos;12
HOSP-00217;Eduardo Machado;791.238.506-12;1974-08-23;Feminino;2024-05-01;2024-05-18;Covid-19;;8;5418.5;Dr(a). Santos;17
HOSP-00218;Dr. Augusto Camargo;675.938.401-66;1986-11-27;Feminino;2024-10-27;2024-11-22;Hipertensão;Observação;2;3499.02;Dr(a). Martins;26
HOSP-00219;Benício Sá;865.913.047-20;1935-12-22;Masculino;2024-08-02;2024-08-30;Trauma Crânio-Encefálico;Fisioterapia;10;6385.38;Dr(a). Peixoto;28
HOSP-00220;Anthony Gabriel Abreu;469.371.052-07;2007-03-25;Feminino;2024-11-03;2024-11-23;Pneumonia;Antibióticos;8;5558.74;Dr(a). da Luz;20
HOSP-00221;Bryan Moreira;083.176.249-78;1931-09-04;Masculino;2024-02-27;2024-03-14;Apendicite;Cirurgia Cardíaca;9;6307.58;Dr(a). Moreira;16
HOSP-00222;Amanda Nascimento;053.746.928-10;2024-08-11;Feminino;2024-06-21;2024-07-09;Infarto;Observação;10;7953.78;Dr(a). Borges;18
HOSP-00223;Arthur Miguel Cavalcante;043.159.782-05;1967-09-18;Masculino;2024-09-06;2024-09-16;Pneumonia;Antibióticos;4;4165.81;Dr(a). Ribeiro;10
HOSP-00224;Dr. Kevin Cardoso;568.730.421-53;1983-10-07;Feminino;2024-09-25;2024-10-20;Infarto;Tratamento Clínico;10;7391.9;Dr(a). Siqueira;25
HOSP-00225;Thales Ferreira;609.423.758-74;1952-11-20;Masculino;2024-11-20;2024-12-09;Infarto;Fisioterapia;;2808.9;Dr(a). Fogaça;19
HOSP-00226;Ravi Lucca Barbosa;287.534.960-00;1973-02-23;Masculino;2024-04-21;2024-05-19;Fratura;Cirurgia;8;5697.32;Dr(a). Novaes;28
HOSP-00227;Sophie Costa;;1969-09-20;Masculino;2024-10-14;2024-10-19;Trauma Crânio-Encefálico;Cirurgia Cardíaca;2;3761.01;Dr(a). Porto;5
HOSP-00228;Ana Julia Cavalcante;753.429.018-04;1959-08-21;Masculino;2024-07-25;2024-08-16;Covid-19;Antibióticos;3;3351.27;Dr(a). Carvalho;22
HOSP-00229;Nicolas Barros;806.345.792-74;1933-07-03;Masculino;2024-11-17;2024-12-11;Diabetes Descompensada;Antibióticos;9;6908.86;Dr(a). da Conceição;24
HOSP-00230;Anna Liz Sousa;937.106.842-69;1948-11-21;Masculino;2024-11-11;2024-12-05;Trauma Crânio-Encefálico;Antibióticos;2;2790.78;Dr(a). Montenegro;24
HOSP-00231;Davi Lucca Montenegro;903.187.245-88;1988-05-13;Masculino;2024-06-08;2024-06-09;Trauma Crânio-Encefálico;Fisioterapia;9;7666.42;Dr(a). Martins;1
HOSP-00232;Pietra Melo;893.421.056-70;2003-05-20;Masculino;2024-10-20;2024-11-08;Fratura;Antibióticos;10;6893.05;Dr(a). Costela;152
HOSP-00233;Mathias Guerra;632.187.945-28;1956-07-30;Masculino;2024-09-16;2024-09-19;Pneumonia;Observação;7;5330.98;Dr(a). Barbosa;3
HOSP-00234;Enzo Gabriel Almeida;572.039.648-92;1936-10-13;Masculino;2024-02-23;2024-03-01;;;10;5565.51;Dr(a). Barbosa;7
HOSP-00235;Yan Machado;049.312.867-04;1971-09-24;Feminino;2024-11-01;2024-11-18;Fratura;Cirurgia Cardíaca;8;5616.59;Dr(a). Sales;17
HOSP-00236;Srta. Melina Brito;963.485.102-98;2018-07-16;Feminino;2024-02-29;2024-03-24;Hipertensão;Fisioterapia;5;4986.86;Dr(a). Pastor;24
HOSP-00237;Isadora Machado;107.459.263-80;1934-10-11;Feminino;2024-07-19;2024-07-30;Diabetes Descompensada;Tratamento Clínico;5;4780.41;Dr(a). Aparecida;
HOSP-00238;Fernanda Casa Grande;706.531.928-86;1964-04-02;Masculino;2024-10-28;2024-11-17;Infarto;Antibióticos;5;4385.97;Dr(a). Pereira;20
HOSP-00239;Dr. Vicente Pimenta;401.659.728-58;1988-08-05;Feminino;2024-03-03;2024-03-05;;;6;4625.91;Dr(a). Brito;2
HOSP-00240;Leonardo da Luz;423.167.589-91;1998-12-15;Feminino;2024-02-20;2024-02-24;Hipertensão;Cirurgia;5;5546.92;Dr(a). Castro;4
HOSP-00241;Maria Vitória Ribeiro;978.146.530-10;2017-05-30;Masculino;2024-09-01;2024-09-25;Pneumonia;Cirurgia Cardíaca;6;5988.57;Dr(a). Pinto;24
HOSP-00242;Samuel Andrade;675.820.491-01;2013-05-25;Feminino;2025-02-01;2025-02-24;Trauma Crânio-Encefálico;Cirurgia Cardíaca;3;3275.93;Dr(a). Moraes;23
HOSP-00243;Stephany Barbosa;792.314.650-07;1980-08-18;Masculino;2024-10-18;2024-11-10;Hipertensão;Tratamento Clínico;4;3754.87;Dr(a). Cirino;23
HOSP-00244;Maria Julia Correia;096.125.483-15;1948-09-26;Feminino;2024-09-02;2024-09-13;Fratura;Cirurgia;8;6596.04;Dr(a). Viana;11
HOSP-00245;Allana Santos;921.684.375-64;1942-07-11;Feminino;2024-10-15;2024-10-19;Trauma Crânio-Encefálico;Cirurgia;7;5084.17;Dr(a). da Rocha;4
HOSP-00246;José Pedro da Cruz;074.816.239-96;1990-12-07;Masculino;2024-12-04;2024-12-10;Apendicite;Cirurgia;8;6689.56;Dr(a). Santos;6
HOSP-00247;Gabrielly Gonçalves;125.493.680-70;1944-12-11;Feminino;2024-09-29;2024-10-24;Infarto;Tratamento Clínico;9;6216.07;Dr(a). Almeida;25
HOSP-00248;Bryan Pacheco;625.301.987-21;2006-08-05;Feminino;2024-07-16;2024-07-19;Infarto;Fisioterapia;1;2565.72;Dr(a). da Luz;3
HOSP-00249;;614.238.709-13;2021-11-14;Feminino;2024-11-25;2024-11-26;Covid-19;Cirurgia;5;4706.45;Dr(a). Cassiano;1
HOSP-00250;Agatha Alves;450.296.713-07;1960-05-28;Masculino;2024-09-17;2024-10-11;Infarto;Observação;2;2843.7;Dr(a). Barbosa;24
HOSP-00251;Maria Fernanda da Cunha;217.863.409-50;2021-01-29;Masculino;2024-06-12;2024-06-18;Fratura;Cirurgia;10;7728.2;Dr(a). Santos;6
HOSP-00252;Alice da Mota;470.596.283-47;1927-02-05;Feminino;2024-04-22;2024-05-18;Fratura;Antibióticos;5;5295.58;;26
HOSP-00253;Alana Barros;945.861.720-02;2023-05-24;Masculino;2024-03-04;2024-03-27;Diabetes Descompensada;;5;4919.32;Dr(a). Costa;23
HOSP-00254;Anthony Gabriel da Mota;329.587.104-32;1970-10-24;Masculino;2024-07-06;2024-07-21;Apendicite;Observação;7;5349.46;Dr(a). Cavalcante;15
HOSP-00255;Marcelo Jesus;756.302.189-21;1933-02-28;Masculino;2024-07-10;2024-08-05;Fratura;;1;2713.79;Dr(a). da Rosa;26
HOSP-00256;Diogo Pacheco;753.124.680-53;1952-09-21;Feminino;2024-03-05;2024-04-01;Trauma Crânio-Encefálico;Fisioterapia;9;7617.49;Dr(a). Sá;27
HOSP-00257;Cauê Azevedo;631.425.879-00;1991-02-17;Feminino;2024-08-01;2024-08-26;Covid-19;Observação;8;5702.85;Dr(a). Cavalcanti;25
HOSP-00258;Dr. Cauã Cavalcante;071.834.269-04;1927-02-04;Feminino;2025-01-27;2025-01-29;Covid-19;Tratamento Clínico;9;5605.17;Dr(a). Sousa;2
HOSP-00259;Asafe Rodrigues;967.354.208-29;1967-08-22;Masculino;2025-01-10;2025-01-14;Covid-19;Cirurgia Cardíaca;8;5157.26;Dr(a). da Rosa;4
HOSP-00260;Erick Andrade;180.946.537-01;2023-04-11;Feminino;2024-12-23;;Fratura;Cirurgia;7;4862.95;Dr(a). Casa Grande;21
HOSP-00261;Elisa Fonseca;685.731.029-77;1944-03-15;Feminino;2024-09-10;2024-10-10;Diabetes Descompensada;Cirurgia Cardíaca;6;4568.8;Dr(a). Freitas;30
HOSP-00262;Allana Camargo;854.091.623-15;1982-05-26;Feminino;2024-06-23;2024-07-01;Covid-19;;1;2235.04;Dr(a). Guerra;8
HOSP-00263;Ísis Farias;694.318.207-22;1932-08-18;Feminino;2024-12-07;2024-12-23;Apendicite;Tratamento Clínico;8;5611.62;Dr(a). Nascimento;16
HOSP-00264;Dante Azevedo;618.230.495-24;1969-02-25;Masculino;2024-06-26;2024-07-13;Hipertensão;Observação;7;6131.64;Dr(a). Costela;
HOSP-00265;Levi Nascimento;865.190.234-42;1959-03-13;Masculino;2024-08-19;2024-09-07;Covid-19;Antibióticos;1;2014.52;Dr(a). Marques;19
HOSP-00266;Ana Clara Mendonça;906.815.243-24;1934-07-21;Feminino;;2024-04-10;Covid-19;Tratamento Clínico;10;5623.44;Dr(a). Leão;25
HOSP-00267;Pietro Mendonça;301.754.289-05;1990-08-29;Feminino;2024-05-05;2024-05-31;Pneumonia;Antibióticos;8;6597.11;Dr(a). Gonçalves;26
HOSP-00268;Larissa Lima;501.934.627-61;1935-01-23;Masculino;2024-09-27;2024-10-06;Pneumonia;Fisioterapia;9;5892.05;Dr(a). Fonseca;9
HOSP-00269;Helena Viana;195.637.240-70;2017-06-06;Feminino;2024-12-16;;Pneumonia;Fisioterapia;50;2941.91;Dr(a). Borges;15
HOSP-00270;;137.846.950-00;2007-07-11;Feminino;2024-06-07;2024-06-21;;Antibióticos;2;3815.33;Dr(a). Ferreira;14
HOSP-00271;Hellena Siqueira;215.063.879-77;1953-12-26;Feminino;2024-03-18;2024-04-03;Trauma Crânio-Encefálico;Tratamento Clínico;3;4076.13;Dr(a). da Costa;16
HOSP-00272;Srta. Gabriela Rezende;017.934.582-60;2020-07-29;Masculino;2024-07-10;2024-07-20;Covid-19;Tratamento Clínico;8;5023.32;Dr(a). Cassiano;10
HOSP-00273;Maria Júlia da Mata;061.295.847-76;1951-04-23;Feminino;2024-06-21;2024-06-24;Infarto;Cirurgia;6;5464.18;Dr(a). Moraes;3
HOSP-00274;Alexia Freitas;341.207.596-52;2010-03-04;Feminino;2025-01-29;2025-02-09;Pneumonia;Tratamento Clínico;3;4248.48;Dr(a). Almeida;88
HOSP-00275;Dr. Lucas Gabriel Martins;126.783.509-59;2009-08-20;Masculino;2024-05-17;2024-05-24;Covid-19;Fisioterapia;1;2114.38;Dr(a). da Costa;7
HOSP-00276;Sabrina Sampaio;948.762.051-67;1985-10-08;Masculino;2024-07-27;2024-08-08;Apendicite;Tratamento Clínico;10;7001.59;Dr(a). Teixeira;12
HOSP-00277;Lavínia Fonseca;625.341.089-05;1938-12-28;Masculino;2024-03-25;2024-03-30;Trauma Crânio-Encefálico;Cirurgia;2;3960.28;Dr(a). Dias;5
HOSP-00278;Marina Macedo;291.364.580-15;1997-05-14;Feminino;2024-11-28;2024-12-10;Diabetes Descompensada;Fisioterapia;1;2850.08;Dr(a). Lima;12
HOSP-00279;Maria Isis Costa;703.251.984-97;1940-01-14;Feminino;2024-12-18;2025-01-08;Hipertensão;Cirurgia;3;4547.8;Dr(a). Cavalcante;21
HOSP-00280;Sra. Joana da Rocha;249.167.308-87;1961-04-12;Feminino;2024-03-05;2024-03-27;Infarto;Tratamento Clínico;2;2956.48;Dr(a). da Luz;22
HOSP-00281;Sr. Ravi Fernandes;823.954.017-14;1925-01-24;Feminino;2024-04-16;2024-05-10;Trauma Crânio-Encefálico;Fisioterapia;4;5081.34;Dr(a). Moraes;24
HOSP-00282;Bento Pereira;492.631.580-70;1979-01-09;Feminino;2024-11-15;2024-12-10;Pneumonia;Cirurgia;10;6486.15;Dr(a). Campos;25
HOSP-00283;Maria Flor Sá;672.385.409-83;1948-08-26;Masculino;2024-03-03;2024-03-19;Trauma Crânio-Encefálico;Cirurgia Cardíaca;8;6885.11;Dr(a). Moura;16
HOSP-00284;Luiz Otávio Siqueira;051.728.649-11;1958-08-26;Masculino;2024-08-06;2024-08-18;Pneumonia;Cirurgia Cardíaca;9;7477.37;Dr(a). da Rocha;12
HOSP-00285;Dra. Ana Cecília Garcia;865.014.739-93;1925-03-05;Feminino;2024-06-02;2024-06-06;Infarto;Observação;5;4961.01;Dr(a). Cunha;4
HOSP-00286;Dr. Oliver Castro;021.849.367-31;1958-07-04;Feminino;2024-12-09;2024-12-10;Diabetes Descompensada;Cirurgia Cardíaca;2;3970.48;Dr(a). da Luz;14
HOSP-00287;João Lucas Nascimento;710.468.932-03;1956-10-31;Masculino;2024-09-29;2024-10-16;Trauma Crânio-Encefálico;Cirurgia;9;7230.96;Dr(a). Cunha;17
HOSP-00288;Bianca Guerra;209.817.643-04;1951-12-27;Feminino;2024-02-16;2024-02-19;Diabetes Descompensada;Tratamento Clínico;6;6188.57;Dr(a). Moreira;3
HOSP-00289;Davi Lucca Ribeiro;685.094.371-57;2004-03-24;Masculino;2024-05-09;2024-05-29;Fratura;;9;7132.29;Dr(a). Fernandes;20
HOSP-00290;Sr. Augusto Peixoto;794.682.150-67;2021-11-11;Masculino;2024-07-27;2024-08-17;Fratura;Fisioterapia;4;4078.99;;21
HOSP-00291;Heloísa Novais;086.795.214-85;2000-07-13;Masculino;2024-04-18;2024-05-08;Fratura;Antibióticos;1;2039.67;Dr(a). Costela;20
HOSP-00292;Julia Ferreira;359.076.412-07;1933-07-06;Feminino;2024-12-09;2024-12-22;Trauma Crânio-Encefálico;Observação;4;4460.89;Dr(a). Cunha;13
;Igor Caldeira;267.893.051-30;1963-10-20;Masculino;2024-10-08;2024-10-10;Pneumonia;Cirurgia Cardíaca;9;7223.6;Dr(a). Macedo;2
HOSP-00294;Ana Liz Carvalho;958.247.601-01;2006-07-11;Feminino;2024-08-19;2024-09-12;Infarto;Fisioterapia;7;5484.98;Dr(a). Teixeira;24
HOSP-00295;Ryan Marques;561.739.420-70;1967-11-24;Masculino;2024-11-10;2024-12-02;Pneumonia;Cirurgia;4;4226.75;Dr(a). Macedo;22
HOSP-00296;João Pedro Mendes;906.573.248-92;1936-12-13;Feminino;2024-08-24;2024-08-28;;Cirurgia Cardíaca;10;6037.89;Dr(a). da Luz;4
HOSP-00297;Erick Guerra;543.617.892-82;2010-07-05;Feminino;2024-10-17;2024-11-06;Hipertensão;Observação;5;4826.09;Dr(a). Montenegro;20
HOSP-00298;Dr. Ravy Nascimento;647.120.385-35;1953-07-11;Masculino;2024-06-27;2024-07-02;Hipertensão;Observação;2;2915.56;Dr(a). Pereira;5
HOSP-00299;Eduarda Martins;185.207.649-67;2008-10-06;Masculino;2024-12-07;2024-12-31;Apendicite;Cirurgia Cardíaca;2;3377.12;Dr(a). Gonçalves;24
HOSP-00300;Benjamim Nogueira;386.514.709-75;1939-01-03;Feminino;2024-09-11;2024-09-26;Apendicite;Antibióticos;9;5995.35;Dr(a). Abreu;15
HOSP-00301;Stella Brito;893.065.174-75;1983-05-13;Masculino;2024-05-08;2024-05-29;Pneumonia;Cirurgia Cardíaca;5;;Dr(a). da Conceição;21
HOSP-00302;Eduardo Duarte;843.672.091-13;1939-05-22;Masculino;2024-04-01;2024-04-23;Trauma Crânio-Encefálico;Antibióticos;6;4698.14;Dr(a). Lima;176
HOSP-00303;Zoe Machado;709.184.652-49;1926-06-04;Feminino;2024-05-16;2024-06-13;Covid-19;Antibióticos;4;5003.09;Dr(a). Pacheco;28
HOSP-00304;Ana Laura Vasconcelos;308.247.956-10;1997-10-23;Feminino;2024-09-18;2024-10-14;Hipertensão;Fisioterapia;4;79167.47;Dr(a). Rios;26
HOSP-00305;Heloisa Nogueira;327.640.158-44;1986-10-17;Masculino;2024-07-23;2024-07-25;Covid-19;Fisioterapia;8;7084.34;Dr(a). Novais;2
HOSP-00306;Pietro Santos;916.378.504-84;1950-01-12;Masculino;2024-12-16;2025-01-04;Covid-19;Antibióticos;8;6382.12;Dr(a). Rodrigues;19
HOSP-00307;Evelyn da Cruz;617.542.908-76;1972-12-03;Masculino;2024-09-24;2024-10-06;Infarto;Cirurgia Cardíaca;3;3819.11;Dr(a). Almeida;12
HOSP-00308;Cecilia Mendes;046.372.581-62;1933-05-11;Feminino;2024-11-01;2024-11-29;Hipertensão;Antibióticos;8;4961.32;Dr(a). Melo;28
HOSP-00309;Srta. Raquel Gomes;208.746.593-29;1957-06-07;Masculino;2025-01-03;2025-01-14;Diabetes Descompensada;;9;6556.89;Dr(a). Nogueira;11
HOSP-00310;Ana Sophia Ramos;268.347.910-78;1963-09-29;Feminino;2024-03-02;2024-03-08;Apendicite;Cirurgia;10;7229.63;Dr(a). Viana;6
HOSP-00311;João Vitor Pires;524.719.083-14;1943-01-01;Feminino;2024-05-06;2024-05-14;Infarto;Fisioterapia;10;6054.58;Dr(a). da Mata;8
HOSP-00312;Ian Alves;368.751.094-84;1982-06-14;Feminino;2024-04-18;2024-05-01;Covid-19;Fisioterapia;10;5752.83;Dr(a). Castro;13
HOSP-00313;Ana Lívia Guerra;641.723.809-13;2014-07-08;Masculino;2024-12-16;2025-01-04;Fratura;Antibióticos;10;6603.83;Dr(a). Aparecida;19
HOSP-00314;Eduarda Garcia;839.514.026-60;1945-01-12;Masculino;2024-05-14;2024-06-10;Trauma Crânio-Encefálico;Cirurgia;8;6255.21;Dr(a). Moraes;27
HOSP-00315;Luigi Câmara;452.108.796-58;1943-12-13;Feminino;2024-03-31;2024-04-15;Trauma Crânio-Encefálico;Fisioterapia;9;6895.33;Dr(a). Brito;15
HOSP-00316;Alana Porto;658.407.319-00;1964-08-26;Masculino;2024-10-16;2024-11-08;Pneumonia;Observação;9;7243.12;Dr(a). Cavalcanti;23
